This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,stnid
"K82V","PINE BLUFFS",-104.1303,41.1533,1570,"ASOS","K82V"
"KJFX","WALKER COUNT",-87.3142,33.9019,147,"ASOS","KJFX"
"KSAA","SHIVELY FIEL",-106.8275,41.4436,2138,"ASOS","KSAA"
"KVNC","VENICE MUNIC",-82.4403,27.0717,5,"ASOS","KVNC"
"K42J","KEYSTONE AIR",-82.0475,29.8447,60,"ASOS","K42J"
"KBMT","BEUMONT MUNI",-94.2150,30.0703,10,"ASOS","KBMT"
"KDLZ","DELAWARE MUN",-83.1147,40.2797,288,"ASOS","KDLZ"
"KUBE","CUMBERLAND M",-91.9811,45.5058,378,"ASOS","KUBE"
"K1R7","BROOKHAVEN-L",-90.4094,31.6058,149,"ASOS","K1R7"
"K2V5","WRAY MUNICIP",-102.2408,40.1003,1118,"ASOS","K2V5"
"KFHB","FERNANDINA B",-81.4611,30.6119,5,"ASOS","KFHB"
"KGIC","IDAHO COUNTY",-116.1233,45.9425,1010,"ASOS","KGIC"
"KO69","PETALUMA MUN",-122.6053,38.2578,27,"ASOS","KO69"
"KSTK","STERLING MUN",-103.2544,40.6153,1231,"ASOS","KSTK"
"K2D5","OAKES MUNICI",-98.0800,46.1731,407,"ASOS","K2D5"
"K5H4","HARVEY MUNIC",-99.9317,47.7911,490,"ASOS","K5H4"
"KAHQ","WAHOO MUNICI",-96.5944,41.2406,373,"ASOS","KAHQ"
"KASL","HARRISON COU",-94.3078,32.5206,109,"ASOS","KASL"
"KCQF","H L SONNY CA",-87.8769,30.4606,28,"ASOS","KCQF"
"KEDJ","BELLEFONTAIN",-83.8192,40.3722,342,"ASOS","KEDJ"
"KPUJ","PAULDING NW",-84.9406,33.9119,393,"ASOS","KPUJ"
"KRZL","JASPER COUNT",-87.1825,40.9478,213,"ASOS","KRZL"
"KLUA","LURAY",-78.5000,38.6667,275,"ASOS","KLUA"
"K1J0","TRI-COUNTY A",-85.6014,30.8458,26,"ASOS","K1J0"
"KACJ","JIMMY CARTER",-84.1889,32.1108,143,"ASOS","KACJ"
"KFEW","FRANCES E WA",-104.8672,41.1333,1878,"ASOS","KFEW"
"KMNE","MINDEN AIRPO",-93.2981,32.6461,85,"ASOS","KMNE"
"KSBO","EMANUEL COUN",-82.3700,32.6092,100,"ASOS","KSBO"
"K19A","JACKSON COUN",-83.5617,34.1758,290,"ASOS","K19A"
"KE16","SOUTH COUNTY",-121.5969,37.0817,86,"ASOS","KE16"
"KFOT","ROHNERVILLE",-124.1328,40.5539,120,"ASOS","KFOT"
"KGOO","NEVADA COUNT",-121.0031,39.2242,961,"ASOS","KGOO"
"KJVW","JOHN BELL WI",-90.4106,32.3044,75,"ASOS","KJVW"
"KRTS","RENO/STEAD A",-119.8764,39.6681,1539,"ASOS","KRTS"
"K2I0","MADISONVILLE",-87.3983,37.3558,134,"ASOS","K2I0"
"KCNI","CHEROKEE COU",-84.4222,34.3122,372,"ASOS","KCNI"
"KEZM","HEART OF GEO",-83.1286,32.2164,93,"ASOS","KEZM"
"KFWZ","SOUTH PASS",-108.7833,42.5167,2588,"ASOS","KFWZ"
"KGGP","LOGANSPORT/C",-86.3728,40.7114,225,"ASOS","KGGP"
"KI35","TUCKER-GUTHR",-83.3586,36.8594,473,"ASOS","KI35"
"KTBX","BOYSEN/THERM",-108.2333,43.4667,2225,"ASOS","KTBX"
"K6A2","GRIFFIN-SPAL",-84.2750,33.2269,292,"ASOS","K6A2"
"KM63","MCGREGOR RAN",-106.1500,32.0500,1283,"ASOS","KM63"
"05J28S","BLACK MOUNTA",-105.6639,40.8881,2719,"SNOTEL","05J28S"
"06N15S","SAN ANTONIO",-106.2250,36.8622,2774,"SNOTEL","06N15S"
"07M36S","WEMINUCHE CR",-107.3214,37.5197,3274,"SNOTEL","07M36S"
"10J17S","BEAR RIVER R",-110.8275,40.8858,2591,"SNOTEL","10J17S"
"10J21S","EF BLACKS FO",-110.5400,40.8844,2837,"SNOTEL","10J21S"
"10J22S","BLACKS FORK",-110.5825,40.9583,2704,"SNOTEL","10J22S"
"12M14S","BRIAN HEAD",-112.8567,37.6803,3039,"SNOTEL","12M14S"
"15K04S","VACARRO SPRI",-115.9833,39.4494,2396,"SNOTEL","15K04S"
"18A26S","GOLD AXE CAM",-118.9864,48.9517,1634,"SNOTEL","18A26S"
"KD95","DUPONT-LAPEE",-83.2717,43.0664,255,"ASOS","KD95"
"KM40","MONROE COUNT",-88.4897,33.8739,69,"ASOS","KM40"
"KMGC","MICHIGAN CIT",-86.8211,41.7033,200,"ASOS","KMGC"
"K6B0","MIDDLEBURY S",-73.0956,43.9856,149,"ASOS","K6B0"
"KAJZ","BLAKE FIELD",-108.0636,38.7864,1583,"ASOS","KAJZ"
"KDED","DELAND MUNIC",-81.2839,29.0669,24,"ASOS","KDED"
"KFYG","WASHINGTON R",-90.9936,38.5875,149,"ASOS","KFYG"
"KHHW","STAN STAMPER",-95.5419,34.0336,174,"ASOS","KHHW"
"KINF","INVERNESS AI",-82.3183,28.8036,20,"ASOS","KINF"
"KLSB","LORDSBURG MU",-108.6917,32.3333,1307,"ASOS","KLSB"
"KPVG","HAMPTON ROAD",-76.4408,36.7803,7,"ASOS","KPVG"
"05K30S","FOOL CREEK",-105.8675,39.8687,3399,"SNOTEL","05K30S"
"07M37S","WAGER GULCH",-107.3643,37.8825,3383,"SNOTEL","07M37S"
"10J23S","BUCK PASTURE",-110.6608,40.8446,2957,"SNOTEL","10J23S"
"11L02S","GOOSEBERRY R",-111.6887,38.7890,2544,"SNOTEL","11L02S"
"14K08S","CAVE MOUNTAI",-114.6116,39.1636,3203,"SNOTEL","14K08S"
"14K10S","KALAMAZOO",-114.6275,39.5583,2428,"SNOTEL","14K10S"
"17J02S","GOLCONDA",-117.5879,40.8840,1999,"SNOTEL","17J02S"
"18H02S","SUMMIT LK",-118.9959,41.4887,2331,"SNOTEL","18H02S"
"22E10S","BEAR GRASS",-122.0938,44.3253,1439,"SNOTEL","22E10S"
"22E11S","SMITH RIDGE",-122.0405,44.3033,997,"SNOTEL","22E11S"
"14K01S","BIRD CREEK",-114.6495,39.4618,2408,"SNOTEL","14K01S"
"KD25","MANITOWISH W",-89.8822,46.1203,491,"ASOS","KD25"
"KO86","TRINITY CENT",-122.6936,40.9828,728,"ASOS","KO86"
"KT35","CAMERON MUNI",-96.9711,30.8794,123,"ASOS","KT35"
"KE11","ANDREWS COUN",-102.5294,32.3311,967,"ASOS","KE11"
"KSYF","CHEYENNE COU",-101.7958,39.7611,1040,"ASOS","KSYF"
"K3R7","JENNINGS AIR",-92.6736,30.2428,7,"ASOS","K3R7"
"KIOB","MOUNT STERLI",-83.9797,38.0581,311,"ASOS","KIOB"
"KFZG","FITZGERALD M",-83.2708,31.6839,111,"ASOS","KFZG"
"KTOC","TOCCOA RG LE",-83.2964,34.5928,304,"ASOS","KTOC"
"KAZE","HAZELHURST A",-82.6475,31.8847,78,"ASOS","KAZE"
"KFMM","FORT MORGAN",-103.8042,40.3339,1393,"ASOS","KFMM"
"KF44","ATHENS MUNIC",-95.8283,32.1639,135,"ASOS","KF44"
"KF46","ROCKWALL MUN",-96.4356,32.9306,175,"ASOS","KF46"
"KGPH","MIDWEST NATI",-94.3097,39.3325,237,"ASOS","KGPH"
"KL38","LOUISANA REG",-90.9406,30.1728,4,"ASOS","KL38"
"09L01S","LASAL MOUNTA",-109.2896,38.4832,2690,"SNOTEL","09L01S"
"09M01S","BUCKBOARD FL",-109.4472,37.8694,2743,"SNOTEL","09M01S"
"11K36S","REES FLAT",-111.7252,39.4967,2198,"SNOTEL","11K36S"
"12J02S","BEVANS CABIN",-112.2529,40.4623,1960,"SNOTEL","12J02S"
"12M11S","YANKEE RESER",-112.7750,37.7480,3039,"SNOTEL","12M11S"
"14A19S","ASHLEY DIVID",-114.5150,48.2018,1469,"SNOTEL","14A19S"
"14B03S","BASSOO PEAK",-114.7639,47.8557,1570,"SNOTEL","14B03S"
"14H04S","JAKES CREEK",-115.0324,41.5687,2134,"SNOTEL","14H04S"
"14K07S","SILVER CREEK",-114.2427,39.2334,2438,"SNOTEL","14K07S"
"14K09S","DEFIANCE MIN",-114.8997,39.0852,2804,"SNOTEL","14K09S"
"15H11S","TROUT CREEK",-115.0955,41.0439,2134,"SNOTEL","15H11S"
"15H19S","STAG MOUNTAI",-115.4466,41.4081,2377,"SNOTEL","15H19S"
"15H20S","MERRITT MOUN",-115.8582,41.8928,2134,"SNOTEL","15H20S"
"15J16S","ROBINSON LAK",-115.2788,40.7237,2804,"SNOTEL","15J16S"
"15J17S","AMERICAN BEA",-115.4576,40.5337,2377,"SNOTEL","15J17S"
"15J23S","TENT MTN UPP",-115.1646,40.9653,2134,"SNOTEL","15J23S"
"15L02S","CORDUROY FLA",-115.4245,38.9965,2658,"SNOTEL","15L02S"
"16H03S","MIDAS",-116.8033,41.2687,2134,"SNOTEL","16H03S"
"16H06S","COLUMBIA BAS",-116.0703,41.6716,2027,"SNOTEL","16H06S"
"16H11S","SNOWSTORM MT",-116.9806,41.3398,2262,"SNOTEL","16H11S"
"19G01S","HART MOUNTAI",-119.7200,42.4800,1951,"SNOTEL","19G01S"
"20G10S","SHERMAN VALL",-120.2200,42.3500,2021,"SNOTEL","20G10S"
"08M12S","BLACK MESA",-108.1837,37.7897,3530,"SNOTEL","08M12S"
"17D14S","BIG SHEEP AM",-117.0860,45.1680,2048,"SNOTEL","17D14S"
"17D16S","TV RIDGE AM",-117.3893,45.3961,2149,"SNOTEL","17D16S"
"11J06S","REDDEN MINE",-111.2180,40.6745,2591,"SNOTEL","11J06S"
"11J22S","HOBBLE CREEK",-111.3594,40.1851,2255,"SNOTEL","11J22S"
"11K05S","HUNTINGTON H",-111.3049,39.6115,2943,"SNOTEL","11K05S"
"11K10S","GBRC MEADOWS",-111.4528,39.3019,2981,"SNOTEL","11K10S"
"11K11S","GBRC HQ",-111.4879,39.3207,2603,"SNOTEL","11K11S"
"11K12S","MT BALDY",-111.5054,39.1367,2894,"SNOTEL","11K12S"
"11K29S","UPPER JOES V",-111.2491,39.4155,2646,"SNOTEL","11K29S"
"11K32S","WRIGLEY CREE",-111.3539,39.1343,2793,"SNOTEL","11K32S"
"11K35S","THISTLE FLAT",-111.5197,39.2377,2700,"SNOTEL","11K35S"
"20D01S","SATUS PASS",-120.6773,45.9880,1219,"SNOTEL","20D01S"
"06H27S","MED BOW",-106.3468,41.3783,3200,"SNOTEL","06H27S"
"KCKF","CRISP COUNTY",-83.7739,31.9889,94,"ASOS","KCKF"
"K5R8","DE QUENCY IN",-93.4736,30.4411,25,"ASOS","K5R8"
"11R13S","BAR M",-111.6050,34.8614,1949,"SNOTEL","11R13S"
"22G26S","HOWARD PRAIR",-122.3713,42.2150,1396,"SNOTEL","22G26S"
"10J24S","HENRYS FORK",-110.3815,40.8631,3048,"SNOTEL","10J24S"
"KADF","DEXTER B FLO",-93.0661,34.0997,55,"ASOS","KADF"
"KHAE","HANNIBAL REG",-91.4439,39.7253,234,"ASOS","KHAE"
"KAIB","HOPKINS FIEL",-108.5633,38.2389,1811,"ASOS","KAIB"
"KGXF","GILA BEND AI",-112.7200,32.8875,269,"ASOS","KGXF"
"KHZR","FALSE RIVER",-91.4786,30.7183,12,"ASOS","KHZR"
"KPCW","CARL R KELLE",-82.8694,41.5164,180,"ASOS","KPCW"
"DUCU","DUCHESNE",-110.3601,40.1807,1675,"AGRIMET","DUCU"
"SUTU","SUTHERLAND",-112.6382,39.4507,1451,"AGRIMET","SUTU"
"KI69","CLERMONT COU",-84.2103,39.0783,257,"ASOS","KI69"
"KOCQ","J DOUGLAS BA",-87.9097,44.8742,184,"ASOS","KOCQ"
"KRNV","CLEVELAND MU",-90.7578,33.7611,42,"ASOS","KRNV"
"KDUB","DUBOIS MUNIC",-109.6903,43.5483,2224,"ASOS","KDUB"
"K54J","DEFUNIAK SPR",-86.1539,30.7311,88,"ASOS","K54J"
"KCFD","COULTER FIEL",-96.3314,30.7158,112,"ASOS","KCFD"
"KMKY","MARCO ISLAND",-81.6725,25.9950,2,"ASOS","KMKY"
"KOPL","ST LANDRY PA",-92.0994,30.5583,23,"ASOS","KOPL"
"KP08","COOLIDGE MUN",-111.4264,32.9361,480,"ASOS","KP08"
"KT20","ROGER M DREY",-97.4642,29.5292,108,"ASOS","KT20"
"ME08","LOWER TOOTSI",-111.0475,48.7994,1194,"SNOTEL","ME08"
"K1V6","FREMONT COUN",-105.1061,38.4283,1659,"ASOS","K1V6"
"ME11","UPPER SAGE C",-111.0933,48.8939,1352,"SNOTEL","ME11"
"KCMD","FOLSOM FIELD",-86.8583,34.2689,294,"ASOS","KCMD"
"KDWX","DIXON AIRPOR",-107.4925,41.0375,1996,"ASOS","KDWX"
"KPRS","PRESIDIO LEL",-104.3614,29.6342,896,"ASOS","KPRS"
"KY23","CHETEK MUNI-",-91.6369,45.3067,322,"ASOS","KY23"
"KDCY","DAVIES COUNT",-87.1297,38.7006,143,"ASOS","KDCY"
"KFBR","FORT BRIDGER",-110.4061,41.3933,2145,"ASOS","KFBR"
"KFWB","BRANSON WEST",-93.4022,36.6983,411,"ASOS","KFWB"
"KLXY","MEXIA-LIMEST",-96.5144,31.6411,166,"ASOS","KLXY"
"05J46S","HIGH LONESOM",-105.7547,40.0359,3237,"SNOTEL","05J46S"
"15J03S","DRY CREEK",-115.2208,40.8621,1981,"SNOTEL","15J03S"
"19K03S","LITTLE VALLE",-119.8772,39.2531,1984,"SNOTEL","19K03S"
"15J20S","POLE CANYON",-115.1209,40.8624,2347,"SNOTEL","15J20S"
"15J19S","SMITH CREEK",-115.5115,40.4468,2316,"SNOTEL","15J19S"
"23G16S","ALTHOUSE",-123.5477,41.9965,1500,"SNOTEL","23G16S"
"18E37S","BARNEY CREEK",-118.3111,44.3607,1777,"SNOTEL","18E37S"
"18G04S","GOVERNMENT C",-118.3195,42.0431,2256,"SNOTEL","18G04S"
"20G17S","PATTON MEADO",-120.6167,42.2500,2073,"SNOTEL","20G17S"
"18G07S","V LAKE AM",-118.7658,42.4657,2024,"SNOTEL","18G07S"
"12M17S","SUU RANCH",-112.9212,37.5963,2493,"SNOTEL","12M17S"
"KOWP","WILLIAM R PO",-96.1519,36.1753,272,"ASOS","KOWP"
"KSJS","BIG SANDY RE",-82.6367,37.7511,372,"ASOS","KSJS"
"K5M9","MARION-CRITT",-88.1097,37.3363,11,"ASOS","K5M9"
"KC35","REEDSPORT MU",-89.9833,43.5258,276,"ASOS","KC35"
"KD57","GLEN ULLIN R",-101.8603,46.8128,637,"ASOS","KD57"
"KM25","MAYFIELD GRA",-88.5847,36.7697,159,"ASOS","KM25"
"KMMI","MCMINN COUNT",-84.5617,35.3992,266,"ASOS","KMMI"
"KMQJ","INDIANAPOLIS",-85.8969,39.8436,263,"ASOS","KMQJ"
"KN03","CORTLAND CO",-76.2150,42.5928,365,"ASOS","KN03"
"KUSE","FULTON COUNT",-84.1272,41.6097,238,"ASOS","KUSE"
"10K05S","CARBON",-110.3799,39.6569,2487,"SNOTEL","10K05S"
"11M01S","SUNFLOWER FL",-111.3398,38.0480,3034,"SNOTEL","11M01S"
"KAFO","AFTON MUNICI",-110.9422,42.7089,1896,"ASOS","KAFO"
"KF70","FRENCH VALLE",-117.1286,33.5742,411,"ASOS","KF70"
"EFHW","ENTIAT FISH",-120.3237,47.6980,315,"AGRIMET","EFHW"
"MDXO","MOODY FARMS",-121.0683,44.8691,391,"AGRIMET","MDXO"
"MWSO","MIDDLE WARM",-121.1479,44.8542,432,"AGRIMET","MWSO"
"TFGI","TWIN FALLS F",-114.6016,42.5688,1147,"AGRIMET","TFGI"
"BFGI","BOISE FAIRGR",-116.2742,43.6530,800,"AGRIMET","BFGI"
"K28J","PALATKA MUNI",-81.6894,29.6583,15,"ASOS","K28J"
"KCVC","COVINGTON MU",-83.8475,33.6322,247,"ASOS","KCVC"
"KCZT","DIMMIT COUNT",-99.8236,28.5222,182,"ASOS","KCZT"
"KMCX","WHITE COUNTY",-86.7667,40.7089,206,"ASOS","KMCX"
"KAXV","NEIL ARMSTRO",-84.2981,40.4936,278,"ASOS","KAXV"
"KBHC","BAXLEY MUNIC",-82.3939,31.7139,61,"ASOS","KBHC"
"KHZL","HAZELTON MUN",-75.9950,40.9867,489,"ASOS","KHZL"
"GREI","GRACE",-111.7361,42.5150,1661,"AGRIMET","GREI"
"OSGI","OSGOOD",-112.0757,43.5888,1471,"AGRIMET","OSGI"
"RGBI","RIGBY",-111.8792,43.6772,1488,"AGRIMET","RGBI"
"RRII","RIRIE",-111.7006,43.6103,1547,"AGRIMET","RRII"
"SHLI","SHELLEY",-112.1427,43.4345,1417,"AGRIMET","SHLI"
"TERI","TERRETON",-112.4183,43.8417,1461,"AGRIMET","TERI"
"SUGI","SUGAR CITY",-111.7376,43.8966,1492,"AGRIMET","SUGI"
"IFAI","IDAHO FALLS",-112.0501,43.5041,1435,"AGRIMET","IFAI"
"ICHI","RICHFIELD",-114.1346,43.0606,1328,"AGRIMET","ICHI"
"OWEI","HOWE",-112.9773,43.7841,1468,"AGRIMET","OWEI"
"HAMI","HAMER",-112.2388,44.0074,1476,"AGRIMET","HAMI"
"MDKI","MINIDOKA",-113.5897,42.8044,1306,"AGRIMET","MDKI"
"TABI","TABER",-112.6918,43.3187,1442,"AGRIMET","TABI"
"ROBI","ROBERTS",-112.1211,43.7435,1451,"AGRIMET","ROBI"
"RRCI","ARCO",-113.2971,43.6246,1627,"AGRIMET","RRCI"
"ACKI","BLACKFOOT",-112.3332,43.1899,1378,"AGRIMET","ACKI"
"TRTI","TERRITON",-112.2639,43.8704,1478,"AGRIMET","TRTI"
"BLCU","BLUE CREEK",-112.4910,41.9622,1576,"AGRIMET","BLCU"
"BUCU","BUCKHORN",-112.7115,38.0399,1774,"AGRIMET","BUCU"
"CEDU","CEDAR CITY",-113.1372,37.6731,1685,"AGRIMET","CEDU"
"CRNU","CORINNE",-112.1740,41.5192,1292,"AGRIMET","CRNU"
"DRFU","DRAINAGE FAR",-111.8790,41.7631,1352,"AGRIMET","DRFU"
"EVFU","EVANS FARM",-111.8332,41.6945,1382,"AGRIMET","EVFU"
"FLOU","FLOWELL",-112.0004,38.9571,1443,"AGRIMET","FLOU"
"LAKU","LAKETOWN",-111.3344,41.8379,1816,"AGRIMET","LAKU"
"LEWU","LEWISTON",-111.8690,41.9521,1376,"AGRIMET","LEWU"
"LGGU","LOGAN GOLF",-111.7894,41.7447,1465,"AGRIMET","LGGU"
"MURU","MURRAY",-111.9198,40.6313,1308,"AGRIMET","MURU"
"NEPU","NEPHI",-111.8768,39.6894,1525,"AGRIMET","NEPU"
"PANU","PANGUITCH",-112.4218,37.8686,1996,"AGRIMET","PANU"
"PARU","PAROWAN",-112.8811,37.8623,1758,"AGRIMET","PARU"
"SNSU","SNOWVILLE SO",-112.7247,41.8663,1467,"AGRIMET","SNSU"
"SNWU","SNOWVILLE WE",-112.9120,41.9838,1354,"AGRIMET","SNWU"
"SPFU","SPANISH FORK",-111.6291,40.0672,1439,"AGRIMET","SPFU"
"TRMU","TREMONTON",-112.1538,41.7229,1320,"AGRIMET","TRMU"
"VECU","VENICE",-112.0004,38.8235,1598,"AGRIMET","VECU"
"K24J","SUWANNEE COU",-83.0242,30.3003,31,"ASOS","K24J"
"KHHG","HUNTINGTON M",-85.4569,40.8531,246,"ASOS","KHHG"
"KL18","FALLBROOK CO",-117.2508,33.3542,216,"ASOS","KL18"
"K4I7","PUTNAM COUNT",-86.8139,39.6336,257,"ASOS","K4I7"
"KPVE","BEECH RIVER",-88.1953,35.6564,149,"ASOS","KPVE"
"KMOR","MOORE-MURREL",-83.3756,36.1794,400,"ASOS","KMOR"
"KMYZ","MARYSVILLE M",-96.6308,39.8564,391,"ASOS","KMYZ"
"12M07S","PANGUITCH LA",-112.6504,37.7046,2545,"SNOTEL","12M07S"
"KMEV","MINDEN-TAHOE",-119.7519,39.0008,1439,"ASOS","KMEV"
"KSXS","FT RUCKER/SH",-85.8494,31.3628,122,"ASOS","KSXS"
"TAKU1","TAKKA WIIYA",-113.9831,39.7415,2794,"SNOTEL","TAKU1"
"05N24S","RIO SANTA BA",-105.6295,36.0719,3250,"SNOTEL","05N24S"
"20H01S","STATE LINE",-120.7160,41.9860,1731,"SNOTEL","20H01S"
"K1A9","PRATTVILLE A",-86.5128,32.4386,69,"ASOS","K1A9"
"KLCQ","LAKE CITY GA",-82.5769,30.1819,61,"ASOS","KLCQ"
"KRZT","ROSS COUNTY",-83.0231,39.4406,221,"ASOS","KRZT"
"DRPW","DEER PARK",-117.4335,47.9546,663,"AGRIMET","DRPW"
"SLWI","SILVERWOOD W",-116.7124,47.9011,712,"AGRIMET","SLWI"
"SC2092","ABRAMS",-97.0859,37.1313,364,"SCAN","SC2092"
"SC2015","ADAMS RANCH",-105.4167,34.2500,1882,"SCAN","SC2015"
"SC2172","ALCALDE",-106.0567,36.0908,1735,"SCAN","SC2172"
"SC2138","ALKALI MESA",-109.3644,37.6746,1966,"SCAN","SC2138"
"SC2076","ALLEN FARMS",-86.8938,35.0747,215,"SCAN","SC2076"
"SC2031","AMES",-93.7333,42.0167,327,"SCAN","SC2031"
"SC2207","BEAUMONT",-94.2928,30.0685,6,"SCAN","SC2207"
"SC2135","BLUE CREEK",-112.4338,41.9353,1582,"SCAN","SC2135"
"SC2078","BRAGG FARM",-86.6024,34.8938,243,"SCAN","SC2078"
"SC2177","BROAD ACRES",-86.0525,32.2839,82,"SCAN","SC2177"
"SC2151","BUFFALO JUMP",-111.1879,41.3436,2038,"SCAN","SC2151"
"SC2006","BUSHLAND #1",-102.1000,35.1667,1164,"SCAN","SC2006"
"SC2136","CACHE JUNCTI",-111.9804,41.8157,1351,"SCAN","SC2136"
"SC2161","CAVE VALLEY",-113.1234,37.3552,1918,"SCAN","SC2161"
"SC2094","CENTRALIA LA",-96.1629,39.7005,397,"SCAN","SC2094"
"SC2145","CHARKILN",-115.8339,36.3664,2048,"SCAN","SC2145"
"SC2150","CHICKEN RIDG",-111.3036,41.3314,2334,"SCAN","SC2150"
"SC2125","CIRCLEVILLE",-112.2512,38.1513,1865,"SCAN","SC2125"
"SC2189","COCHORA RANC",-119.5961,35.1181,822,"SCAN","SC2189"
"SC2117","CONRAD AG RC",-111.9236,48.3045,1130,"SCAN","SC2117"
"SC2198","COOK FARM FI",-117.0801,46.7837,831,"SCAN","SC2198"
"SC2197","CPER",-104.7107,40.8228,1625,"SCAN","SC2197"
"93D01S","CRESCENT LAK",-93.9500,45.4167,299,"SCAN","93D01S"
"SC2113","CULLMAN-NAHR",-86.7990,34.1949,244,"SCAN","SC2113"
"SC2190","DEATH VALLEY",-116.3513,36.3250,628,"SCAN","SC2190"
"SC2174","DEE RIVER RA",-88.3100,33.1077,49,"SCAN","SC2174"
"SC2187","DEEP SPRINGS",-117.9738,37.3722,1646,"SCAN","SC2187"
"SC2183","DESERT CENTE",-115.3051,33.8021,169,"SCAN","SC2183"
"SC2048","DEXTER",-89.9333,36.7833,93,"SCAN","SC2048"
"SC2191","DOE RIDGE",-118.8264,37.6342,2237,"SCAN","SC2191"
"SC2167","DUGWAY",-113.0200,40.1660,1316,"SCAN","SC2167"
"SC2192","EAGLE LAKE",-120.7247,40.6175,1565,"SCAN","SC2192"
"SC2130","EASTLAND",-109.1719,37.7785,2086,"SCAN","SC2130"
"SC2077","EASTVIEW FAR",-86.1911,35.1391,321,"SCAN","SC2077"
"SC2128","ENTERPRISE",-113.6432,37.6334,1600,"SCAN","SC2128"
"SC2126","EPHRAIM",-111.5721,39.4240,1678,"SCAN","SC2126"
"SC2072","EROS DATA CE",-96.6146,43.7384,488,"SCAN","SC2072"
"SC2185","ESSEX",-115.1669,34.6724,806,"SCAN","SC2185"
"SC2051","EVERGLADES A",-80.5500,25.5000,3,"SCAN","SC2051"
"SC2184","FORD DRY LAK",-115.0976,33.6547,120,"SCAN","SC2184"
"SC2019","FORT ASSINIB",-109.8000,48.4833,826,"SCAN","SC2019"
"SC2022","FORT RENO #1",-98.0167,35.5500,427,"SCAN","SC2022"
"SC2011","GENEVA #1",-77.0333,42.8833,221,"SCAN","SC2011"
"SC2050","GLACIAL RIDG",-96.2667,47.7167,343,"SCAN","SC2050"
"SC2024","GOODWIN CK P",-89.8667,34.2500,98,"SCAN","SC2024"
"SC2025","GOODWIN CK T",-89.9000,34.2333,98,"SCAN","SC2025"
"SC2165","GOSHUTE",-114.0003,39.9900,1667,"SCAN","SC2165"
"SC2152","GRANTSVILLE",-112.3926,40.5909,1323,"SCAN","SC2152"
"SC2131","GREEN RIVER",-110.1626,39.0182,1252,"SCAN","SC2131"
"SC2160","GROUSE CREEK",-113.8201,41.7788,1782,"SCAN","SC2160"
"SC2164","HALS CANYON",-113.7507,38.5946,1600,"SCAN","SC2164"
"SC2166","HARMS WAY",-109.2401,38.3131,2149,"SCAN","SC2166"
"SC2143","HAYFORD PEAK",-115.2042,37.6581,3013,"SCAN","SC2143"
"SC2055","HODGES",-86.1500,34.4500,223,"SCAN","SC2055"
"SC2127","HOLDEN",-112.4016,39.1922,1445,"SCAN","SC2127"
"SC2173","ISBELL FARMS",-87.9869,34.8198,184,"SCAN","SC2173"
"SC2121","JORDAN",-107.1273,47.5220,860,"SCAN","SC2121"
"SC2148","JORDAN VALLE",-117.0106,42.9486,1374,"SCAN","SC2148"
"SC2168","JORNADA EXP",-106.7000,32.5566,1329,"SCAN","SC2168"
"SC2194","JOURNAGAN RA",-92.2594,36.9973,337,"SCAN","SC2194"
"SC2206","KINGSVILLE",-97.8822,27.5495,20,"SCAN","SC2206"
"SC2201","KNOX CITY",-99.8666,33.4464,441,"SCAN","SC2201"
"SC2180","KOPTIS FARMS",-87.6980,30.5238,41,"SCAN","SC2180"
"SC2147","KU-NESA",-95.1913,39.0514,336,"SCAN","SC2147"
"SC2141","KYLE CANYON",-115.6085,36.2653,2137,"SCAN","SC2141"
"SC2105","LEVELLAND",-102.3739,33.5513,1070,"SCAN","SC2105"
"SC2021","LIND #1",-118.5667,47.0000,500,"SCAN","SC2021"
"04B02S","LINDSAY",-105.1870,47.2142,875,"SCAN","04B02S"
"SC2155","LITTLE RED F",-110.3046,40.1796,1645,"SCAN","SC2155"
"SC2027","LITTLE RIVER",-83.5500,31.5000,107,"SCAN","SC2027"
"SC2114","LIVINGSTON-U",-88.1974,32.6080,44,"SCAN","SC2114"
"SC2169","LOS LUNAS PM",-106.7629,34.7715,1477,"SCAN","SC2169"
"SC2146","LOVELL SUMMI",-115.6120,36.1656,2010,"SCAN","SC2146"
"SC2116","LOVELOCK NNR",-118.1776,40.0333,1199,"SCAN","SC2116"
"SC2042","LYE BROOK",-73.0333,43.0500,742,"SCAN","SC2042"
"SC2074","LYNHART RANC",-121.3887,42.0187,1247,"SCAN","SC2074"
"SC2028","MAHANTANGO C",-76.6667,40.6667,223,"SCAN","SC2028"
"SC2079","MAMMOTH CAVE",-86.0409,37.1864,244,"SCAN","SC2079"
"SC2020","MANDAN #1",-100.9167,46.7667,588,"SCAN","SC2020"
"SC2156","MANDERFIELD",-112.6429,38.3665,1882,"SCAN","SC2156"
"SC2004","MASON #1",-89.9000,40.3167,174,"SCAN","SC2004"
"SC2110","MAYDAY",-90.5199,32.8615,33,"SCAN","SC2110"
"SC2075","MCALISTER FA",-86.5914,35.0645,278,"SCAN","SC2075"
"SC2140","MCCRACKEN ME",-109.3377,37.4467,1621,"SCAN","SC2140"
"SC2129","MILFORD",-113.0105,38.3420,1523,"SCAN","SC2129"
"SC2119","MOCCASIN",-109.9508,47.0582,1297,"SCAN","SC2119"
